q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
1 - Not Scary,2,2,"People,Cars,Cats","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",3.0,37,a good  player is playing ,182478,1
7,2,1 - Not Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",30.0,31,(Sorry I don't watch much / so I don't really know about the terms),395083,1
3,2,1 - Not Likely,"People,Cats,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0.0,20,He went on a distant planet to play his favourite game. He did not expect to get an extra leg though.,408499,1
4,1 - Not Likely,1 - Not Likely,"People,Fireworks",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",8.5,26,"Two members on opposing teams trying to gain control of the game, one crashes into the other knocking them over with force.",302916,1
5,1 - Not Likely,1 - Not Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0.0,40,Jack and John are fighting over something that causes a heat wave.,411145,1
7,1 - Not Likely,1 - Not Likely,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5.0,40,Someone ate poisonous fungi and imagined himself playing  near an active volcano.,412564,1
8,1 - Not Likely,1 - Not Likely,"People,Fireworks","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",10.0,30,It It appears to be a normal sport event. Except that one of the player could be a St Mungo's patient trying out muggle sport. The temperature seems to be high.,92814,1
3,1 - Not Likely,1 - Not Likely,"Cars,Fireworks,Explosions","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",5.0,114.51,"Monsters from  devoured everything, relentless fire erupted from their mouths. People in this world are affected by radiation and heat and begin to mutate. They are looking for the last happiness under the pursuit of monsters every day. However, the monsters are cold-blooded and ruthless, they still ruined people's last fantasies. The monsters are named WAR.",303379,1
3,1 - Not Likely,1 - Not Likely,People,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0.0,40,"Once upon a time, there is a Lychee tree, which had no fruit for about 2 years. The owner of the tree was not impressed and burn it down. The moral of the story, if you were a lychee tree, grow your fruit. ",311068,1
2,1 - Not Likely,1 - Not Likely,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",2.0,65,"One kick, one object, three tools, one more than accounted for.

Fire filled plains ready to host the beautiful game.",9843,1
5,1 - Not Likely,2,"Fireworks,Explosions",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",30.0,40,"Welcome to the final match of three legs championship. Today, Fenerbahce is against Galatasaray. The winner is going to be best  club in the word.",187699,1
5,1 - Not Likely,1 - Not Likely,"Cars,Cats,Fireworks,Explosions",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0.0,32,"The homunculi could never truly mimmic humans, at best they are a simulacrum. They absorb bits and pieces of the things around them and end up resembling an amalgamation of limbs and orifices, eating up and replacing everything in their path. As a last ditch effort the world agrees to launch all war heads at each other to avoid total replacement. ",409460,1
5,2,1 - Not Likely,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",0.0,80,"Burning! Burning! Move right! Move left! Don't trip! As long as you're stable, the abyss won't consume you. Stay safe, stay sane.",310507,1
7,1 - Not Likely,1 - Not Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",12.0,37,"I don't know where I am. I am lost in a dimension where I see things differently than where I used to be.

Can someone tell me which dimension I am in? I am so dizzy that I don't know if I am in a dream or not.

I am about to fall into the next dimension. Someone please help me out.",115360,1
5,2,1 - Not Likely,"Cars,Explosions",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5.0,40,A person is participate in some activity and might feel hurt!,187648,1
1 - Not Scary,4,2,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",10.0,50,A footballer decides to play on a warm summer's day in the desert.,385570,1
1 - Not Scary,1 - Not Likely,1 - Not Likely,"Cars,Fireworks",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",8.0,20, game on Mars,409180,1
4,1 - Not Likely,1 - Not Likely,"People,Cars",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0.0,41,Somebody died because of sunstroke. ,424862,1
3,2,1 - Not Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0.0,25,"The first ever  game on the planet Mars was hosted last week, due to the change in atmosphere in Mars compared to Earth, the players have all genetically developed a third leg, making for an interesting game as the players try to learn how to play with there newly developed leg.",295601,1
4,1 - Not Likely,1 - Not Likely,"Fireworks,Explosions","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0.0,"999,999,999,999,999",A 3 legged demon cursed to play  in . It had no friends to play with so it was forever trapped in  waiting for another player.,209501,1
